id	original_title	french_title	romanized_title	language	release_year	runtime	genres	avg_rating	vote_count	directors	writers	budget	revenue	production_companies	production_countries	poster_path	trailer_url	kw_tmdb	kw_imdb	plot
tt0017048	狂った一頁	Une page folle	Kurutta ippêji	Japanese	1926	71	Drama, Horror, Thriller	7.4	4532	Teinosuke Kinugasa	Teinosuke Kinugasa	0	0	Shin Kankaku-ha Eiga Renmei Productions, Kinugasa Productions, National Film Art	Japan	/jHKDJ9mqHUYIgS4jajofy0Jpx97.jpg		japan, asylum, silent film, mental asylum, dowry, partially lost film, psychological horror	asylum, silent film, mental illness, insane asylum, father daughter relationship	A man takes a job at an asylum with hopes of freeing his imprisoned wife.
tt0017049	狂恋の女師匠	L'amour fou d'une maîtresse de chant	Kyôren no onna shishô	Japanese	1926	53	Drama, Horror, Romance	7.0	28	Kenji Mizoguchi		0	0	Nikkatsu Corporation	Japan	/z3DYW4jq6EB6gdBSa1yg2N4PU2K.jpg			lovers on the lam, woman, ghost, based on novel	The curse of a jealous woman destroys the lovers on the run.
tt0018600	西厢记	La Rose de Pushui	Xi xiang ji	Chinese Simplified	1927	49	Drama, Romance	6.1	163			100	100	Minxin Film Company	China	/8F6Atxi8kEp7T9KLixchmSp6HuY.jpg		partially lost film	marriage	A famous Chinese story about a young couple who consummate their marriage without the approval of their parents.
tt0018606	懺悔の刃	Le sabre de pénitence	Zange no yaiba	Japanese	1927	70	Drama	6.5	58	Yasujirô Ozu	Kôgo Noda, Yasujirô Ozu	0	0		Japan	/1wp5X03zgg0XypxGva7MQbdFgNH.jpg			lost film	Ishimatsu is out of jail and wants to rebuild his life. But his brother, Sakichi, and his old partners are not going to allow it.
tt0018714	肉体美	Un corps magnifique	Nikutaibi	Japanese	1928	55	Comedy	5.1	38	Yasujirô Ozu	Akira Fushimi, Yasujirô Ozu	0	0	Shochiku	Japan	/fYWNvykgKBeG8ipz0naMpZ0VurT.jpg			lost film	A hen-pecked man works as his artist wife's model and a house-husband. When her patron flirts with her and humiliates him, he decides to get revenge by trying his own hand as a painter.
tt0019043	十字路	Routes en croix	Jûjiro	Japanese	1928	74	Drama	7.1	458	Teinosuke Kinugasa	Teinosuke Kinugasa	0	0	Kinugasa Eiga Renmei, Shochiku	Japan	/487kCNtHR7ZWKr5BToKijb2Ifv7.jpg		brothel, courtesan	prostitute, sacrifice, fight, brother, sister	After falling in love with a courtesan, Rikiya is blinded by ash during a fight in a brothel. Believing the blindness permanent and his opponent dead, Rikiya goes back home to his sister. Okiku, desperate to protect her brother who thinks himself a murderer, wants to sacrifice herself for him and become a prostitute to pay for Rikiya's treatment.
tt0019221	女房紛失	Femme perdue	Nyôbô funshitsu	Japanese	1928	55	Drama	5.4	38	Yasujirô Ozu		0	0	Shochiku	Japan	/FGZtEwOHoTZ8C2dxcL6uLoNAla.jpg			lost film	A married man falls for a dancer and his wife's uncle hires a private detective to spy on him.
tt0019543	若人の夢	Rêves de jeunesse	Wakôdo no yume	Japanese	1928	56	Comedy	5.5	53	Yasujirô Ozu	Yasujirô Ozu	0	0	Shochiku	Japan	/hSbTEZY3jEITi9oSIgU55vflkh7.jpg			lost film	Okada and Kato, students at 'W' [i.e. Waseda] University, in Tokyo, live in the same lodgings. One morning, Kato receives a tailor's bill. Okada has seen the letter arrive, so Kato tells him it's from his girlfriend. Shortly after, the tailor himself turns up and eventually spends the whole day sitting in at the students' lodgings. Okada, meanwhile, goes to the park with his girlfriend Miyoko and spends a pleasant day there. The following Sunday, Kato goes for a walk with his girlfriend Yuriko. Coming home by bus, they bump into the tailor, who berates Kato about the unpaid bill. This puts Yuriko in a bad mood. Later, the tailor comes to their lodgings again, and, unable to stand up to his pressing demands, Kato gives him Okada's clothes, which are in the next room, in place of the money he owes. Okada's father is due to arrive on a visit to Tokyo, so Okada has no alternative but to borrow Kato's clothes, which do not fit him. Miyoko arrives, then Yuriko also turns up. Misunderstandings ensue. But in the end, the two couples go on to enjoy the pleasant days of youth.
tt0019796	大学は出たけれど	J'ai été diplômé, mais...	Daigaku wa detakeredo	Japanese	1929	11	Comedy	6.4	552	Yasujirô Ozu	Hiroshi Shimizu	0	0	Shochiku	Japan	/85IRVSByltDJh6Reqb71bSu5l6g.jpg		college, unemployment	partially lost film, young man, college, graduate, university education	Feeling the position to be beneath him, a college graduate turns down a receptionist job, but soon finds it necessary to fool his mother and fiancé into thinking that he is employed.
tt0020052	会社員生活	La vie d'un employé de bureau	Kaishain seikatsu	Japanese	1929	57	Drama	5.6	44	Yasujirô Ozu	Kôgo Noda, Yasujirô Ozu	0	0	Shochiku	Japan	/xgMC7kKKmaTVBFf77KTYHg6UEMc.jpg				
tt0020476	宝の山	La montagne au trésor	Takara no yama	Japanese	1929	67	Comedy, Drama	4.3	47	Yasujirô Ozu	Akira Fushimi, Yasujirô Ozu	0	0		Japan	/ugmHtXCHFFIuO0l8LzcrQAGxpw.jpg			lost film	
tt0020508	都会交響楽	La symphonie de la grande ville	Tokai kokyogaku	Japanese	1929	70		7.8	12	Kenji Mizoguchi		0	0		Japan	/e5zBCPFdflpFfFwMp1UVXKPICeW.jpg				Leftist proletarian drama of a young woman who is assisted by a working class youth in finding justice and avenging her seduction by a rich man.
tt0020510	東京行進曲	La marche de Tokyo	Tôkyô kôshinkyoku	Japanese	1929	24	Drama	6.6	333	Kenji Mizoguchi		0	0		Japan	/4r9rmIhfsx4Qepa4R0jb6EPqZxA.jpg			partially lost film, based on novel	"A classic melodramatic love tragedy addressing social inequality in feudal Japan, depicted in Kenji Mizoguchi's typical style. The nostalgic scenes of 1920s Tokyo provides a valuable visual experience set against the background of the title song, ""Tokyo March."""
tt0020563	学生ロマンス　若き日	Jours de jeunesse	Gakusei romansu: Wakaki hi	Japanese	1929	103	Comedy	6.3	601	Yasujirô Ozu	Akira Fushimi, Yasujirô Ozu	0	0	Shochiku	Japan	/dYKAvOlA9HiJCIRs9x5q6kiMAml.jpg		nansensu	romantic rivalry, heterosexuality, heterosexual, sock, college student	Two friends try and court the same woman.
tt0020652	足に触った幸運	La chance a touché mes jambes	Ashi ni sawatta kôun	Japanese	1930	74	Drama	4.9	49	Yasujirô Ozu	Kôgo Noda	0	0	Shochiku	Japan	/1F9bNIhEpa2ITUITysF14qsOzag.jpg			lost film	
tt0020980	朗かに歩め	Marcher joyeusement	Hogaraka ni ayume	Japanese	1930	95	Crime, Drama, Romance	6.4	746	Yasujirô Ozu	Hiroshi Shimizu	0	0	Shochiku	Japan	/eEc29B5WbCvdTKOtQ2QO3ZmjITs.jpg			golf, snooker, pickpocket, sister sister relationship, going straight	A small-time hood wants to go straight for a good girl but finds that starting over isn't as simple as it sounds.
tt0021024	結婚学入門	Introduction au mariage	Kekkongaku nyûmon	Japanese	1930	71	Comedy	6.1	45	Yasujirô Ozu	Kôgo Noda	0	0	Shochiku	Japan	/tOe5gdAR9bls2oozPFDZ3wdACqS.jpg			lost film	
tt0021201	お嬢さん	Mademoiselle	Ojôsan	Japanese	1930	135	Comedy	4.1	57	Yasujirô Ozu	Akira Fushimi, Yasujirô Ozu	0	0	Shochiku	Japan	/2OuPzzhyNrPnkXfXrteB73BVgNW.jpg			lost film	
tt0021283	落第はしたけれど	J'ai été recalé, mais...	Rakudai wa shitakeredo	Japanese	1930	65	Comedy, Drama	6.3	559	Yasujirô Ozu	Akira Fushimi, Yasujirô Ozu	0	0	Shochiku	Japan	/lVO0dIlgh5XdPI85Bl35YyGnlG3.jpg			college, studying, flunked out, friend, friendship	A story of a college student (Tatsuo Saitô) and his schoolmates trying to pass the exams by cheating.
tt0021406	その夜の妻	L'épouse de la nuit	Sono yo no tsuma	Japanese	1930	65	Crime, Drama	6.9	952	Yasujirô Ozu	Kôgo Noda	0	0	Shochiku	Japan	/5vKWy93TXLKMPvkEWGVUt7Kymwd.jpg			daughter, man, japanese noir	A desperate man with a sick daughter decides to commit a robbery in order to help her. He begins to feel remorse though, which makes him question his decision.
tt0021662	美人哀愁	Les malheurs de la beauté	Bijin to aishû	Japanese	1931	158	Drama	4.8	50	Yasujirô Ozu	Yasujirô Ozu	0	0	Shochiku	Japan	/rblN4HBj6j2x3yEgm1wMtuO24iS.jpg			lost film	Two people are fascinated by a sculptor's statue.
tt0022048	淑女と髭	La dame et les barbes	Shukujo to hige	Japanese	1931	75	Comedy, Romance	6.4	498	Yasujirô Ozu	Yasujirô Ozu	0	0	Shochiku	Japan	/evVF36mxvTuenWaSicyjYvB0HCg.jpg			beard, arranged marriage, gangster, bearded man, young adult	A bearded kendo champion has difficulties in life because of his conservative ways and his unusual beard.
tt0022214	御誂次郎吉格子	Le chevalier voleur	Oatsurae Jirôkichi kôshi	Japanese	1931	61	Action, Drama	6.8	155	Daisuke Itô	Daisuke Itô	0	0	Nikkatsu Corporation	Japan	/8HHef5cP62QmnT8idLFAaiARj2z.jpg		thief	samurai, based on novel	The only completely preserved silent film directed by Daisuke Ito, this film relates the life of a legendary thief, Jirokichi the Rat in an exquisite original story and through the revolutionary use of dynamic intertitles. The skillful benshi narration featuring a mixture of Edo dialect and Kansai dialect is highly entertaining.
tt0022485	東京の合唱	Le choeur de Tokyo	Tôkyô no kôrasu	Japanese	1931	91	Comedy, Drama	7.1	1567	Yasujirô Ozu	Kôgo Noda	0	0	Shochiku	Japan	/4VMEmELgis4xYCVE9FndPYOmMje.jpg		protest, silent film, insurance, bonus	toilet humor, pet, marriage, restroom, phonograph record	A married Tokyo man faces unemployment after standing up for an older colleague.
tt0022977	春は御婦人から	Le printemps vient des femmes	Haru wa gofujin kara	Japanese	1932	74	Drama	6.0	42	Yasujirô Ozu	Yasujirô Ozu, Takao Yanai	0	0	Shochiku	Japan	/8OqFqHiiBhHDHq7OqGU1KKtGBAd.jpg		silent film	lost film	
tt0023036	火山情血	Du sang sur le volcan	Huo shan qing xue	Chinese Simplified	1932	118	Drama	6.9	73	Yu Sun	Yu Sun	0	0	Lianhua Film Company	China	/ktpa3q14KJyeyx4iV5Jli03RAE8.jpg		silent film		A warlord's nephew lusts for farmer Song Ke's sister. When Song refuses, the whole family is thrown into jail and the sister commits suicide. The father dies of grief and Song lives with his cousin abroad. The warlord's nephew loses power and also escapes to the same country.
tt0023197	また逢ふ日まで	Jusqu'à notre prochaine rencontre	Mata au hi made	Japanese	1932	103	Drama	5.9	49	Yasujirô Ozu	Kôgo Noda	0	0	Shochiku	Japan	/dVJwgD83k2rxRSXnUZMfCjERDj9.jpg				
tt0023261	生さぬ仲	Sans liens de parenté	Nasanu naka	Japanese	1932	79	Drama	6.9	468	Mikio Naruse	Kôgo Noda	0	0	Shochiku	Japan	/6V46DUkYDfX4nDzcKnrdqbOkkz9.jpg			daughter, brother, actress, based on novel	An actress returns to Tokyo after a successful stint in Hollywood to reclaim - with the help of her gangster brother - the daughter she abandoned years before.
tt0023450	靑春の夢いまいづこ	Où sont les rêves de jeunesse?	Seishun no yume ima izuko	Japanese	1932	86	Comedy, Drama	6.9	657	Yasujirô Ozu	Kôgo Noda	0	0	Shochiku	Japan	/74eGblqGt6rkZa1ESm7W7FOuvPV.jpg			college, young, man, friend, marriage proposal	When a young man inherits his father's lucrative business, he cheats the system to set up three of his college friends with jobs.
tt0023634	大人の見る繪本 生れてはみたけれど	Et pourtant nous sommes nés	Otona no miru ehon - Umarete wa mita keredo	Japanese	1932	91	Comedy, Drama	7.9	6181	Yasujirô Ozu	Akira Fushimi, Yasujirô Ozu	0	0	Shochiku	Japan	/dD3Do5OQj23RJd4thYyUW2AqsCc.jpg		japan, suburb, silent film, childhood, neighborhood, kid gang	childhood, bullying, sparrow egg, payday, new kid in school	Two young brothers throw a tantrum when they discover that their father isn't the most important man in his workplace.
tt0023937	出来ごころ	Le caprice	Dekigokoro	Japanese	1933	100	Drama	7.2	1472	Yasujirô Ozu	Yasujirô Ozu	0	0	Shochiku	Japan	/wKopXmNweRgIm4QEySvxoG7rlIM.jpg			japan, new adult romance, jealousy, co written by director, based on story	Two Tokyo co-workers come across a destitute young lady in search of a place to live.
tt0024060	祇園祭	La fête à Gion	Gion matsuri	Japanese	1933	68	Drama	8.0	16	Kenji Mizoguchi	Kenji Mizoguchi	0	0	Shinko	Japan	/9PWvzJ6FlnY7tgKhH7jLwOalfHI.jpg		lost film		
tt0024085	花嫁の寝言	La Mariee Parle Dans Son Sommeil	Hanayome no negoto	Japanese	1933	57	Comedy, Drama	6.3	34	Heinosuke Gosho	Akira Fushimi	0	0	Shochiku	Japan	/xftxprqLTQdldTnjUDty608stLm.jpg				Only one of the student class graduates and his old gang invade his home to hear his new bride talk in her sleep.
tt0024120	非常線の女	Femmes et voyous	Hijôsen no onna	Japanese	1933	100	Crime, Drama, Romance	7.0	1041	Yasujirô Ozu	Yasujirô Ozu	0	0	Shochiku	Japan	/qVGj3HUfcDNGKtO37eFRa7Ad9tl.jpg			girl, gangster, redemption, japanese noir, brother sister relationship	A gangster tries to find redemption with the inadvertent help of an innocent shop girl and his jealous girlfriend will do anything to keep him.
tt0024214	君と別れて	Après notre séparation	Kimi to wakarete	Japanese	1933	61	Drama	7.1	648	Mikio Naruse	Mikio Naruse	0	0	Shochiku	Japan	/jEd67dhJCmrqlIN8bA0n9OH0ehJ.jpg		geisha, family, silent film, resentment, shame, teenage son	young, man	Two Geisha with a connection to a young man deal with life's hardships.
tt0024641	瀧の白糸	Le fil blanc de la cascade	Taki no shiraito	Japanese	1933	99	Drama	7.2	489	Kenji Mizoguchi		0	0	Irie Production, Shinko Uzumasa	Japan	/swsj8ztIliCleW4IrseIk5TcAfO.jpg			based on novel	The tragic tale of a woman who despite doing good where she can gets punished by society.
tt0024676	東京の女	La femme de Tokyo	Tôkyô no onna	Japanese	1933	47	Drama	7.0	1039	Yasujirô Ozu	Kôgo Noda, Yasujirô Ozu	0	0	Shochiku	Japan	/gp4ZyjIeLHdBsm5jXXsPVoLpt1V.jpg		prostitution, parent	based on novel	Ryoichi and Chikako are brother and sister. They live together. Chikako works during the day in an office and at night she prostitutes herself to fund her brother's studies at the university. Ryoichi doesn't know about his sister's secret life, but he is dating Harue whose brother is a policeman.
tt0024793	夜ごとの夢	Rêves de chaque nuit	Yogoto no yume	Japanese	1933	64	Drama	7.1	638	Mikio Naruse	Mikio Naruse	0	0	Shochiku	Japan	/kuZ87FxSsbbTpAXJzqmg5Ud8waX.jpg		son, tokyo, japan, single mother, silent film, husband	bar, mother, husband, young, son	A single mother works tirelessly as a Ginza bar hostess to ensure a better life for her young son until--her long-lost husband returns.
tt0025214	母を恋はずや	Une femme devrait être aimée	Haha wo kowazuya	Japanese	1934	73	Drama	6.5	529	Yasujirô Ozu	Kôgo Noda, Yasujirô Ozu	0	0		Japan	/jifX7z7a3KQfsnvjkJ97X82N3u7.jpg		adaptation	stepmother, stepson, stepbrother, loss of father, uncaring stepson	Two half-brothers try to cope with the loss of their father.
tt0025338	限りなき舗道	La rue sans fin	Kagirinaki hodô	Japanese	1934	87	Drama	6.9	396	Mikio Naruse		0	0	Shochiku	Japan	/nX8f4gkpMuVM1cE4i1KCABbNNC4.jpg		waitress, boredom, marriage, hospital, car accident, family, hometown, boyfriend	waitress	Story of a waitress whose life, despite a host of male admirers and even some intrigued movie talent scouts, ends up taking a stiflingly domestic turn after a wealthy businessman accidentally hits her with his car.
tt0025929	浮草物語	Histoire d'un acteur ambulant	Ukikusa monogatari	Japanese	1934	86	Drama	7.7	3436	Yasujirô Ozu	Yasujirô Ozu	0	0	Shochiku	Japan	/soB2loIIdB8COEsy3fyOrm5PaZ5.jpg		fly fishing, revenge, family abandonment, mistress, train, unknown father, silent film, aging actor, child abandonment, paternity revealed, male bonding, financial ruin, illegitimate son, theater troupe, japanese man, kabuki, starting over, father son conflict, remade, actors, woman scorned, absent father, revenge for cheating	troupe, absent father, jealous lover, silent movie, actor	A kabuki actor's mistress hatches a jealous plot to bring down her lover's son.
tt0026444	虞美人草	Les coquelicots	Gubijinsô	Japanese	1935	72	Drama	6.4	251	Kenji Mizoguchi	Daisuke Itô	0	0	Daiichi Eiga	Japan	/xHzFF1ZaI2DsrCM2dSBSRktt6t8.jpg		based on novel or book, heirloom	family honor, teacher student relationship, father daughter relationship, promise of marriage, seduction	Based on Soseki Natsume's 1908 novel of the same title, Poppy is an ornately complicated story of desire and ambition. Fujio is beautiful, talented, well-heeled, and engaged to Munechika, a rising young diplomat. She has promised him a gold watch, a family heirloom, as an emblem of their engagement. But she falls in love with Ono, a student employed to tutor her in English, who is attracted by her beauty and wealth. Ono is himself bound by an engagement to Sayoko, the daughter of his mentor, Professor Inoue. The self-centered Fujio is ready to forsake everything for Ono, but he is prevailed upon to go ahead with his marriage to Sayoko. Fujio then offers the watch to Munechika who, perceiving Fujio's true feelings, hurls the watch into the sea.
tt0026449	箱入娘	Une jeune fille pure	Hakoiri musume	Japanese	1935	67	Drama	6.2	56	Yasujirô Ozu	Kôgo Noda	0	0		Japan	/ZNk6D0IryPlbISzdrR9yuSC7t7.jpg				
tt0026551	女優と詩人	L'actrice et le poète	Joyû to shijin	Japanese	1935	73	Comedy	6.1	120	Mikio Naruse		0	0	P.C.L. Eiga Seisaku-jo	Japan	/8C4YWaiuRfVFgoz72pj718nr4Zk.jpg			landlord, landlady, suicide, store, shop	Among the tight-knit neighbours are a poet, his actress wife, a bachelor budding author, a tobacco shop owner-cum-landlady, an insurance salesman and his nosy and greedy wife. Enter a young and seemingly high-class couple who just so happens is open to purchasing life insurance from their swift neighbour. In the meantime, life is imitating art across the street, which may end up providing for either a happy ending or a rude split - eventually that is.
tt0026682	マリヤのお雪	Oyuki la vierge	Maria no Oyuki	Japanese	1935	78	Drama, War	6.7	261	Kenji Mizoguchi		0	0	Daiichi Eiga	Japan	/2r7eWso3wRKuuhnaURksamq0LI1.jpg			village, everyday life during wartime, father pimps out daughter, hypocrisy, honor	During a war in the 19th century, a village linked to rebellious forces is attacked by the government army, so a rich family decides to run away; two courtesans travel along them.
tt0026830	折鶴お千	Osen la grue de papier	Orizuru Osen	Japanese	1935	87	Drama	7.1	343	Kenji Mizoguchi		0	0	Daiichi Eiga	Japan	/oLRha1nMgGGEcTgAELnnBowdM15.jpg			shinpa	In Tokyo, Osen is the servant girl of an unscrupulous antiques dealer, Kumazawa, who takes in the penniless Sokichi Hata. Kumazawa mistreats Sokichi and Osen, while swindling some Buddhist monks out of their temple treasures. When Kumazawa is arrested, Osen agrees to help Sokichi finance his dream of going to medical school. They live in a humble room, and eventually the only way Osen can find enough money for them is to prostitute herself during the day, without Sokichi knowing.
tt0026831	乙女ごころ三人姉妹	Trois soeurs de coeur pur	Otome-gokoro - Sannin-shimai	Japanese	1935	75	Drama	7.1	253	Mikio Naruse	Mikio Naruse	0	0	P.C.L. Eiga Seisaku-jo	Japan	/uH6Lm9imyLiOJQ11QexTgELBbb5.jpg		sibling relationship, criminal, street musician		Three sisters earn money by being street musicians. A number of loosely linked episodes ensue as the sisters who have different characters, variously become involved in the world of criminals, sacrifice themselves and find love.
tt0026963	サーカス五人組	Cinq types au cirque	Saakasu goningumi	Japanese	1935	65	Drama	6.4	91	Mikio Naruse		0	0	P.C.L. Eiga Seisaku-jo	Japan	/jHeo9XVbwqhNYKzu4tyLE85yUrk.jpg		traveling circus	band, poverty	Five poor musicians make up the worst traveling brass band in Japan. For a few days they hook up with an awful circus whose male performers are on strike.
tt0027076	丹下左膳餘話 百萬兩の壺	Le pot d'un million de ryôs	Tange Sazen yowa: Hyakuman ryô no tsubo	Japanese	1935	92	Comedy, Drama	7.7	1227	Sadao Yamanaka	Shintarô Mimura	0	0	Nikkatsu Corporation	Japan	/7h2KXpgJuray8pJsWkPO1N0rbjK.jpg		chambara, chanbara, hidden treasure	little boy, loss of father, bow and arrow, singing, theft	A man gets rid of a cheap pot without knowing it contains a map to a treasure. As word spreads, many join in hunting it.
tt0027117	大学よいとこ	Le collège est un endroit agréable	Daigaku yoitoko	Japanese	1935	114	Comedy, Drama	6.8	61	Yasujirô Ozu	Yasujirô Ozu	0	0	Shochiku	Japan	/jTnI3xJzitFVs4S4NQuLACo3s9n.jpg			struggle, group	A group of students and recent graduates struggle to complete their studies and find jobs.
tt0027118	東京の宿	Une auberge à Tokyo	Tôkyô no yado	Japanese	1935	80	Drama	7.5	1638	Yasujirô Ozu	Yasujirô Ozu	0	0	Shochiku	Japan	/lSYWTdGQy1xbyZihhjeKXvmL0pD.jpg		tokyo, japan, inn	poverty, father son relationship, child, mother	Unemployed Kihachi and his two sons struggle to make ends meet. But that doesn't keep Kihachi from wooing single mother Otaka.
tt0027138	妻よ薔薇のやうに	Ma femme, sois comme une rose	Tsuma yo bara no yô ni	Japanese	1935	74	Drama	7.5	533	Mikio Naruse	Mikio Naruse	0	0	P.C.L. Eiga Seisaku-jo	Japan	/qMir6gZHeaxt88KU9AHR2SftrlA.jpg		gold, poetry, geisha, mountain, marriage, based on play or musical, tokyo, japan, haiku, small village	mother, woman, young, based on play	When she reaches adulthood, a precocious young woman sets out to find her biological father, who, as her mother tells her, abandoned them for another woman.
tt0027163	噂の娘	La fille dont on parle	Uwasa no musume	Japanese	1935	55	Drama	6.7	156	Mikio Naruse	Mikio Naruse	0	0	P.C.L. Eiga Seisaku-jo	Japan	/1Q8AAbQB640F4Optl436wcNo3Xn.jpg		sibling relationship, modern society, family business , mistress, widower, nosy neighbor, financial problem	police, business, father	The suitor rejects elder sister Kunie but likes Kimoko, the younger one. Their father and his mistress have separate shops. Kimiko suddenly learns that she is her mother. Business is bad. The police visit when business shortcuts are taken.
tt0027307	有りがたうさん	Monsieur Merci	Arigatô-san	Japanese	1936	76	Comedy, Drama	7.3	1269	Hiroshi Shimizu	Hiroshi Shimizu	0	0	Shochiku	Japan	/iEMeLD4F3pzFm2hQh38NqmxXbRD.jpg		countryside, bus ride, based on short story, bus trip	politeness, mustached man, mountain, rural road, winding road	A friendly bus driver and his passengers over the duration of one journey through the mountains to the nearest train station.
tt0027312	朝の並木路	Une avenue au matin	Ashita no namikimichi	Japanese	1936	60	Drama	6.9	108	Mikio Naruse	Mikio Naruse	0	0	P.C.L. Eiga Seisaku-jo	Japan	/dWibodGpcR55lOwqBRF10YEOjL7.jpg				
tt0027672	祇園の姉妹	Les soeurs de Gion	Gion no shimai	Japanese	1936	69	Drama	7.4	2999	Kenji Mizoguchi	Kenji Mizoguchi, Yoshikata Yoda	0	0	Daiichi Eiga	Japan	/rTqFNZs7cvWX43WY9yiqUCcTVs2.jpg		japan, sibling relationship, geisha, lover, kyoto, japan	bankruptcy, broke, kyoto japan, unreliable narrator, seduction	Two geisha sisters lead a hard life in the Gion district of Kyoto. After one of them feels obliged to support a bankrupt businessman, the other sister sets up various schemes to get rid of him.
tt0027752	一人息子	Le fils unique	Hitori musuko	Japanese	1936	87	Drama	7.7	4018	Yasujirô Ozu	Yasujirô Ozu	0	0	Shochiku	Japan	/yJmF6ppwbHpetlp2If62atjUhuq.jpg		parent child relationship, tokyo, japan, 1930s	self sacrifice, maternal love, shinshu japan, taxi, school	A widow sends her only son away to receive a better education. Years later, she visits him, finding him a poor school teacher with a wife and son.
tt0027844	君と行く路	Le chemin parcouru ensemble	Kimi to yuku michi	Japanese	1936	69	Drama	6.0	108	Mikio Naruse	Mikio Naruse	0	0	P.C.L. Eiga Seisaku-jo	Japan	/uxDKPpwBn0wXeRmF4f1QFzA7xnO.jpg			based on novel	"""The Road I Travel With You"" concerns two brothers of marriageable age and their mother, a former geisha who has been set up by an absent patron in a spacious country home in Kamakura. The futures of the two boys, torn between love matches and arranged marriages, are inseparable from the loaded questions of family status, money, and decisions made by the head of wealthy families."
tt0028021	浪華悲歌	L'élégie d'Osaka	Naniwa erejî	Japanese	1936	71	Comedy, Drama	7.2	2589	Kenji Mizoguchi	Kenji Mizoguchi, Yoshikata Yoda	0	0	Daiichi Eiga	Japan	/Ajg8pTjt1GiqSJeHISSDPMQLEG1.jpg		mistress, embezzlement	dog sleeping in bed, caught with mistress, osaka japan, theater, marquee	A young woman becomes a mistress of her boss in order to support her family.
tt0028028	新しき土	La fille du samurai	Atarashiki tsuchi	Japanese	1937	114	Drama, Romance	5.6	146	Arnold Fanck, Mansaku Itami	Arnold Fanck	0	0	Towa Shoji G.K., J.O. Studio, Terra-Filmkunst	Germany, Japan	/4fDdTZ0P0moPW84eRtIBi0WUbMY.jpg			son, family relationships	Teruo is an adopted son of an old samurai family that returns to Japan after living in Germany and is expected to marry Mitsuko. But he's struggling to readjust to Japan and intends to marry an Aryan woman.
tt0028247	新道	Nouvelle voie	Shindo: Zempen Akemi no maki	Japanese	1936	64	Drama	6.8	42	Heinosuke Gosho	Heinosuke Gosho, Kôgo Noda	0	0		Japan	/tQR3yn7nrMeYNd8jFAhRJfXnhe.jpg			based on novel	
tt0028558	愛怨峡	L'impasse de l'amour et de la haine	Aien kyo	Japanese	1937	108	Drama	7.1	228	Kenji Mizoguchi	Kenji Mizoguchi, Yoshikata Yoda	0	0	Shinko	Japan	/1E4e0Im1scqEloWF8InpilSYUNK.jpg			family relationships, couple, parents, young, son	A young couple of lovers want to travel to Tokio to work and form a family there, but the parents of him want his son to regent their hotel. Finally, he does what his parents want him to, and her finds herself abandoned in the big city.
tt0028976	花籠の歌	Chanson d'un panier de fleurs	Hana-kago no uta	Japanese	1937	68	Drama	6.3	28	Heinosuke Gosho	Heinosuke Gosho, Kôgo Noda	0	0	Shochiku	Japan	/maP1Gwk5PqS2GLMFGCE9bTz6Dc1.jpg				
tt0029073	禍福 前篇	Les vicissitudes de la vie I	Kafuku zempen	Japanese	1937	78	Drama, Romance	6.7	107	Mikio Naruse		0	0	P.C.L. Eiga Seisaku-jo	Japan	/5c6aaVMjnvo9HaIkga2BhUBzWvu.jpg		romance	based on novel	
tt0029074	禍福 後篇	Les vicissitudes de la vie II	Kafuku kôhen	Japanese	1937	79	Drama, Romance	6.5	99	Mikio Naruse		0	0	Toho Film (Eiga) Co. Ltd.	Japan	/oCduJ20b3PYspZyOUmZjJVTIVDc.jpg			sequel, based on novel	
tt0029077	風の中の子供	Des enfants dans le vent	Kaze no naka no kodomo	Japanese	1937	88	Drama	7.3	317	Hiroshi Shimizu	Joji Tsubota	0	0	Shochiku	Japan	/nqWXAlzOY7bf6mesvK3IjS7vMrd.jpg			escape, boy, father, young, childhood	Two young boys are usurped from being the head of their gang of children. Their father is fired and arrested for this, and they are sent to live with their uncle, only to spend their time thinking of ways to escape back home.
tt0029291	雪崩	Avalanche	Nadare	Japanese	1937	59	Drama	6.7	249	Mikio Naruse	Mikio Naruse	0	0	P.C.L. Eiga Seisaku-jo	Japan	/3NvrvSWCwpnWflsjEKiRjT6x2VQ.jpg		infidelity	love, married	Avalanche is a study of a one-year marriage that begins to crumble. A married man is torn between the love of his wife, and the attraction to a cousin of his wife.
tt0029326	女人哀愁	Les larmes d'une femme	Nyonin aishû	Japanese	1937	74	Drama	6.6	130	Mikio Naruse	Mikio Naruse	0	0	P.C.L. Eiga Seisaku-jo	Japan	/9HkmeYZm55PDfkkzYkFqzRGzyoj.jpg			love	The irresolute heroine marries without love and finds herself regarded as an extra worker in her mother-in-law's house. She has to re-appraise own life.
