id	french_title	tags
tt0088309	Karateka contre Dragon	action after an event day at the intern karat tournament, our hero robby, an ex-polic man return home to find hi mother ha keen brutal murder and hi blind sister raped. in hi furi and anger he set out on the trail of the murder with the help of hi old friend, peter, a polic inspector. martialart kungfu martialart sumcheung
tt0088334	Lamu, Beautiful Dreamer	anim adventur comedi drama fantasi mysteri sci-fi thriller the night befor the school festival, thing seem to be repeat themselves. gradually, all the world function come to a stop, the onli one that are not affect are a select group of student friends. anim nazi swastika dreamsvsreal teacher philosophicalconvers mamoruoshii
tt0088449	Zéro	drama war two young men are recruit into the japanes air forc just befor outbreak of ww2 by the testpilot of japan new super fighter - the zero. the movi is told in revers from the point of one of the young men who dossn't qualifi for the pilot trane and instead join the ground crew. it chronicl the entir histori of the famou fighter from the first prototyp test flight all through the war. toshiomasuda
tt0088983	L'Épée de Kamui	anim action adventur an orphan name taro kill who tein-hei told her wa the killer of hi family. taro found out, year later that tein-hei is the true killer and the man he kill wa hi father. taro' reveng attempt start off a trail of assassin and ninja sword fight span from hokaido, alaska to california where tien-hei' secret gradual unfold. the reveng road lead to a climact battl with tien-hei on the fall of japan' shogun-era. treasur basedonnovelorbook reveng murder shinobi shogun death shadowwarrior swordfight ninjamast ninjitsu rintarô
tt0089029	Les disciples de la 36ème chambre	action comedi gordon liu chia-hui repris hi famou monk san te role as he tri to support and protect shaolin her fang shih-yu who purpos attack corrupt ching officials. fight by legendari action director liu chia-liang are to die for. martialart shaolinkungfu shawbroth shaolinkungfu martialart martialartist sequel chia-liangliu
tt0089177	Le Flic de Hong-Kong	action comedi crime muscles, cop from hong kong, is in japan chase a bad hk cop. hi cop partner get taken by the ninja gang. muscl get hi 5 old no-good friend from the orphanag to help find the bad cop. lot of comedi and kung-fu fight follows. martialart polic diamond kidnap mafia candycinema astrolog horoscop zodiacsign referencetoazodiacsign sammokam-bohung
tt0089206	Train de nuit dans la Voie Lactée	anim adventur drama famili fantasi mysteri two kitten go on a metaphys journey on a magic railroad train. friendship japan basedonnovelorbook buddhism cat philosophi literatur innoc surreal anthropomorph anotherdimens animeanim journey train cat outerspac gisaburôsugii
tt0089275	Les Feux d'Himatsuri	drama the villag in a beauti remot area of japan are divid into the woodsmen, who worship the mountain goddess, and the fishermen, who worship the goddess of the sea. these tradit are threaten by a plan marin park. tatsuo is a macho lumberjack who hunt boar and monkey with the young ryota. tatsuo is marri with two children, ha four elder sisters, and is under pressur to sell the famili land to the developers. when the fish pen are deliber contamin by oil, the fishermen suspect tatsuo. kimiko, an old girlfriend of tatsuo, return to the villag to find money to pay off her debts. dure the annual fire festival, tatsuo becom angri when the old tradit are not preserved. japan basedonnovelorbook villag lumberjack malerearnud malenud natur wilder mitsuoyanagimachi
tt0089371	Mr. Vampire	action comedi fantasi horror the plan reburi of a town elder goe awri as the corps resurrect into a hopping, bloodthirsti vampire, target everyon respons for dig the grave. a taoist priest and hi two discipl attempt to stop the terror. martialart vampir possess superpow ghost taoism corps taoistpriest kungfu vampir ghost rickylau
tt0089374	Police Story	action comedi crime thriller a virtuou hong kong polic offic must clear hi good name when the drug lord he is after frame him for the murder of a dirti cop. martialart kungfu undercov chase gangster fistfight carcrash swordfight murder organizedcrim policechas hongkong actionhero martialart firstofseri bloopersduringendcredit hongkongpolic undercov jackiechan chi-hwachen
tt0089459	Hong kong connection	action crime drama a chauffeur is pursu by drug dealer after hi boss, a convict drug kingpin, is sentenc to death. martialart beat drugsmuggl debt kungfu dolphinshow tsonamle
tt0089603	Mishima - une vie en quatre chapitres	biographi drama a fiction account in four chapter of the life of celebr japanes writer yukio mishima. suicid ident patriot nation coupd'etat author art lgbt gaythem writer gay homosexu shakespearequot author paulschrad
tt0089631	Mr. Boo contre Pom Pom	action comedi hong kong detect chau and beethoven join forc with mr. boo in a dare mission involv a jewelri heist and a museum caper. museum wuma
tt0089691	Ninja Wars	"action adventur fantasi a fortunetel prophes that whoever marri the beauti ukio will becom the ruler of the world. naturally, thi make her veri popular with those vy for power, particularli the insati greedi lord donjo. onli the ninja jotaro can stop donjo' plan, but to do so, he must first battl the deadli team of ""devil monks"" serv the lord. will jotaro succeed in hi mission? and if so, will ukio marri him, thu make him the ruler of the world? lovepot chambara jidaigeki ninpocho grindhousefilm kôseisaitô"
tt0089861	Du sang dans les fleurs d'oranger	action horror a hong kong man vacat to nepal where a local tribe imbu him with magic power which he must use to fight a grow evil. supernaturalpow psychotronicfilm vacationgonewrong man tribe siu-tungch
tt0089866	Taipei Story	drama lung is a former member of the nation littl leagu team who live with hi old childhood sweetheart ah-chin, a tradit famili woman. although they live together, ah-chin is weari of lung' past liaison with anoth girl. regret taiwan taipei childhoodsweetheart womanslapsaman telephonecal referencetomichaeljackson familyrelationship past edwardyang
tt0089881	Ran	action drama war in mediev japan, an elderli warlord retires, hand over hi empir to hi three sons. however, he vastli underestim how the new-found power will corrupt them and caus them to turn on each other...and him. epic assassin kingdom gun greed castl heirtothethron reveng descentintomad seppuku inheritancefight ruin kinglear feudaljapan blackwidow hopeless nihil samurai castl siblingrivalri battl akirakurosawa
tt0089916	Sunrise	drama a woman leav her husband after the death of their son. she becom a well-known but unhappi courtesan. husband death basedonnovel benzhengyu
tt0089943	Edgar de la Cambriole: L'Or de Babylone	anim action adventur comedi crime fantasi mysteri sci-fi lupin squar off with two crimin famili and inspector zenigata' new femal patrol to track down a hoard of biblical-era treasure. masterthief anim 1980 counterfeit culttv detect escap seijunsuzuki
tt0089949	Sabishinbô	comedi fantasi romanc lone and love-struck, high-school student hiroki pursu one girl but anoth one mysteri appear in hi life. is she a figment of hi lone psyche, or real? an intric triangl develops, and the viewer can't quit be sure what is happen until the whole stori is neatli resolv at the end. comingofag unclearwhetherapersonexist japanesedrama japan comingofag imaginaryfriend nobuhikoôbayashi
tt0089988	Le sang du dragon	crime drama romanc thriller tôrumurakawa
tt0090185	Un temps pour vivre, un temps pour mourir	biographi drama the semi-autobiograph film on director hou hsiao-hsien' childhood and adolescence, when he wa grow up in taiwan, live through the death of hi father, mother and grandmother. familyrelationship comingofag taiwan youthgang 1940 1950 1960 breastfeed childhood growingup deathofdaught deathofbabi hsiao-hsienh
tt0090248	Chasseur de Vampires D	anim action fantasi horror sci-fi when dori lang is chosen as the next bride for the vampir count magnu lee, she will hire a mysteri vampir hunter known onli as d in an attempt to escap her ill-gotten fate. bountyhunt basedonnovelorbook vampir post-apocalypticfutur gore count betray adultanim anim mutant originalvideoanimation(ova) vampir vampirehunt darkhero halfhuman maledhampir toyooashida
tt0090302	La légende de la perle d'or	action adventur sci-fi a writer get involv by an adventur friend in the search for a legendari object: a golden pearl left in a buddhist monasteri by a dragon. martialart friend buddhist adventur pearl writer teddyrobinkwan
tt0090303	La Dernière impératrice	drama histori the tragic life of the last empress wan rong in imperi palace. frate china hanhsiangli
tt0090342	Le Flic de Hong-Kong 2	action comedi 5 hk cop (4 horni males) on vacat in pattaya, thailand, are told to contact an inform there but he get murdered. they return to hong kong to contact hi girlfriend and protect her. 3 other colleagu are busi fight criminals. martialart transvest sequel gang interruptedvac inform 1980 hongkong paraglid speedboat sammokam-bohung
tt0090907	Le voleur de chevaux	drama a tibetan man struggl to provid for hi family. himalayamountainrang hors tibet thief chines tibetan man templ vultur prayer prayerwheel zhuangzhuangtian
tt0090922	Amour déchu	drama mysteri romanc four young peopl spend their time live the wild life - until one of them is brutal murder in a burglary. life young stanleykwan
tt0090952	Pekin Opera Blues	comedi action the movi is set in chaotic 1920' china, when warlord fought each other for power while sun yat-sen' underground movement tri to establish a democrat republic. the movi tell the stori of three young women and two young men who are thrown together. one young woman grab a box of jewel dure the loot when one warlord take peking. a desert soldier join her, but the jewel end up at the peke opera. here we meet the daughter of the head of the troupe, who dream of be an actress. but even femal role are play by men in the opera. soon, the daughter of the current rule warlord and a male agent of the democrat underground are involved. culturalrevolut pekingopera opera gun china pekingopera 1910 harktsui
tt0090956	Condors Commando	action adventur war a group of asian prison is recruited, trained, arm and sent to vietnam to destroy a cach of american weapon left behind after the vietnam war, befor the vietcong discov it location. mission martialart vietnam jungl soldier battl convict group american gunfuact sammokam-bohung
tt0091091	Shanghaï Express	action comedi western in earli twentieth centuri china, variou crimin with differ goal are connect to a shanghai train, with mani rich peopl on-board. train bankrobberi unlikelyhero wealth sammokam-bohung
tt0091190	L'Affaire du Canon Noir	comedi engin zhao shuxin like play chess a lot. onc dure hi busi trip, he lose a black cannon chessman which lead to unexpect consequ for him. chess busi jianxinhuang
tt0091229	Le sens du devoir	action drama michel yip of the hong kong polic is a mild-mann kung fu expert; michael wong, from air security, is happy-go-lucky, stuck on himself, constantli talking, and smitten by her; yamamoto is quiet, hard-boiled, leav the tokyo polic to spend time with hi wife and daughter. they form an allianc when they foil a hijack on a plane fli a mob prison from tokyo to hong kong. the mobster and hi would-b rescuer die, and thi set off two aveng who were their blood brothers. our three cop becom the targets. a high-spe chase, a car bomb, the destruct of a nightclub, a spectacular suicide, dead bystanders, and a fli coffin litter the landscap by the end. kungfu polic coffin policeshootout girlswithgun polic blood kungfu coffin davidchung
tt0091293	Le Retour de Mr Vampire	"action comedi horror modern grave rob ""archeologists"" find perfectli preserv specimen from the past of a man, a woman, and their child. unbeknownst to the scientist and hi two bumbl assistants, these are vampir immobil onli by the paper spell past on their foreheads. while transport the child to a buyer, it spell blow off and the vampir child escap and befriend some local children. eventually, the parent vampir are also awaken and escape, but by now the local herbalist is on their trail to destroy them. slapstickcomedi slowmotionscen vampir children pipesmok rickylau"
tt0091355	Le Terroriste	crime drama a metaphys mysteri about the live of three coupl in taipei that continu intersect over a span of sever weeks. photograph taiwan multiplestorylin taipei coupl camera photograph hotelroom suicid edwardyang
tt0091377	Le Vieux Puits	drama romanc a marri villag worker team up with an old girlfriend to tri to dig a well for hi water-starv village. the well collaps and they are trapped. their enforc confin lead to them explor their feel for each other and those around them. tian-mingwu
tt0091406	Poussières dans le vent	drama romanc a young coupl leav their mine town home for taipei where they struggl to eke out a live in an industri wasteland. miningtown partoftrilog coalmin taiwan teenmovi coupl hsiao-hsienh
tt0091427	First Mission	action comedi crime drama thriller tat, ex swat turn cid cop in hk, ha a 29 y.o. disabl brother, behav like the small boys, he play with, alway get into trouble. tat struggl to care for him - at the expens of hi cute girlfriend and dreams. mentallydis martialart brother policeoffic brotherbrotherrelationship kidnap martialart kungfu sammokam-bohung fruitchan
tt0091428	Légitime vengeance	action crime drama brandon ma is an averag joe but hi best friend, michael, is a sinist drug dealer with a crush on brandon' girlfriend, may. when michael murder a dirti cop and frame hi friend, send him to jail, brandon return for vengeance. martialart reveng 1980 martialartist martialartsmast mixedmartialart stylizedviol ronnyyu
tt0091431	Mister Dynamite	action adventur comedi asian hawk (jacki chan) and hi bumbl sidekick are sent on a quest through europ to find a mysteri treasur held by a shadowi organ of monks. sword africa auction treasur loveinterest monk draculacostum concert jackiechan erictsang
tt0091532	Magic crystal	action adventur comedi fantasi sci-fi the russian and the hong kong author are after a mysteri rock discov in athens, greece, which hold strang powers. martialart kungfu magic alien femalemartialartist slapstickcomedi evil alien aliencreatur magic jingwong
tt0091607	Le temple des arts martiaux	action comedi drama in ancient china, zhi ming train at the legendari northern shaolin templ to aveng the death of hi father at the hand of a nefari magistrate. martialart kungfu shaolin shaolinkungfu shaolinmonk bald despot birthday imperialpalac frameup chia-liangliu
tt0091825	The rape after	horror the figur of an evil geniu is stolen by a photographer. at night the geniu come to life and rape hi girlfriend while both of them are drunk. femalenud pregnanc wifemurdersherhusband husbandwiferelationship murderess moon-tonglau
tt0091935	100 manières de tuer sa femme	comedi romanc two men plot to kill their beauti but nag and unbear wives. slapstickcomedi kill kennybe
tt0091953	La Mère porteuse	drama shin, a nobleman, had been tri to conceiv a male heir to pass hi famili name. unabl to provid a male heir, shin' wife give her husband permiss to search for a surrog wife to bear a male heir. on the way to find a surrog wife, shin run into a 17 year old girl, ok-nyo (kang soo-yeon). she wa a poor feisti girl who state she would do anyth for money. joseondynasti surrogatemoth imkwon-taek
tt0092048	Tampopo	comedi a truck driver stop at a small family-run noodl shop and decid to help it fledgl business. the stori is intertwin with variou vignett about the relationship of love and food. widow restaur businesswoman food truckdriv hoodlum foodi ramen gastronomia ramen food waitress japanesefood sensual jûzôitami
tt0092067	Le Château dans le ciel	anim adventur famili fantasi a young boy and a girl with a magic crystal must race against pirat and foreign agent in a search for a legendari float castle. armi fli magic mine castl lostcivilis pirat orphan governmentag float pendant blueski airpir crystal anim lostcivil carontraintrack tunnel armi pirat hayaomiyazaki
tt0092128	Umi to dokuyaku	drama down american flier in wwii are vivisect by japanes surgeon in cruel medic experiments. american tortur bomber year1945 1940 keikumai
tt0092218	Windaria, le fable tragique	anim drama fantasi sci-fi an ambiti young farmer becom an agent in a pointless war between two nations, and tragedi ensues. love tragedi war animeanim agent valley farmer kingdom kunihikoyuyama
tt0092248	Hallucinations	comedi crime horror sci-fi thriller a psychiatrist donat hi time to help the mental ill street peopl of hong kong. a report who hear about hi activ accompani him on hi rounds. chia-yungliu
tt0092251	Brotherhood	action crime drama lui, along with hi partner keung, are among the best cop in hong kong. but their high success rate come at a high level of violence, and after keung goe too far with a suspect, he is thrown off the force. policeoffic policeofficerkil policeofficershot policeofficershotinthechest policeofficershotthroughtheheart stephenshin
tt0092254	Her vengeance	crime drama horror thriller a woman seek reveng against her attackers. rape reveng murder rapeandreveng rape reveng femalenud femaletoplessnud ngaichoilam
tt0092263	Le syndicat du crime	action crime drama thriller a reform ex-gangst tri to reconcil with hi estrang policeman brother, but the tie to hi former gang are difficult to break. prison siblingrelationship snake observ concili arrest triad reveng counterfeit hongkong policeoffic friendship crimeboss criminalunderworld neonoir polic johnwoo
tt0092264	Les larmes d'un héros	action drama war the thai govern hire a group of chines mercenari to captur a power drug lord from the golden triangle. the mercenari manag to captur the drug lord, but soon find themselv pursu by hi forces, and the forc of a bitter thai officer. the chines mercenari are vastli outnumbered, and as their number begin to dwindle, their desper pull them into a corner as their enemi close in on them. mexicanstandoff mercenari rambo gunfuact mercenari bloodsplatt violenc johnwoo
tt0092268	Rien ne sert de mourir	action comedi baldi and king kong shuttl between new zealand and hong kong to recov a hi-tech prism that can impart superhuman power chase childinperil prism kingkong polic investig fight bumblingsidekick ringolam
tt0092273	La 7ème malédiction	action horror an adventur who' been inflict with a deadli curs dure a previou expedit in thailand goe back to battl an evil sorcer and hi tribal armi and deadli creatures. skeleton kungfu monster sportscar monk cave thailand grenad bloodsplatt tribe jungl curs explos witchcraft machinegun boobytrap adventur mayhem statu evilspel blood bloodcurs curs monster jungl kungfu femaletoplessnud ngaichoilam
tt0092501	Action force 10	action comedi crime dragon is now transfer to be the polic head of sai wan district, and ha to contend with a gangster kingpin, anti-manchu revolutionaries, some runaway pirates, manchu loyalist and a corrupt polic superintendent. kungfu corrupt polic pirat frame histor polic sequel martialart secondpart toughguy jackiechan
tt0092705	Killer's Nocturne	crime drama thriller mr. yen lieh-san is a ruthless nightclub owner who hold a grudg against king gambler lo tien-peh. gambl brother gangster reveng mahjong offscreenkil rearentrysex loungesing sadism strangul ngaichoilam
tt0092855	Shaolin Prince	action comedi as the name of chang cheh and liu chia-liang becam legendary, all-too-often the name of their equal valu collaborator, tang chia, is omitted. that may be,because, unlik the previou pair, the veteran kung-fu choreograph onli went on to direct three movi of hi own. of course, that make thi trio all the more special, and thi first effort perhap the most special of all. it may be an eye-filling, mind-bend martial art tale of two royal princ battl for the right recoveri of the throne, but it' also a party, where tang invit two cinematographers, three editors, and no less than five other choreograph friend to almost liter shoot the works. the result are kung-fu configur not onli never seen before, but never even imagined! shaolin actionviol fightchoreographi fistfight handtohandcombat chiatang
tt0092951	L'actrice	drama the life of kinuyo tanaka, who ha play in mani kenji mizoguchi' films. life konichikawa
tt0092963	L'armée de l'empereur s'avance	documentari a documentari follow kenzo okuzaki, a 62-year-old ww2 veteran notori for hi protest against emperor hirohito, as he tri to expos the needless execut of two japanes soldier dure the war. polit warcrim socialdocumentari warcrimin ethic japanesesoldi japanes japaneseemperor japaneseman emperor kazuohara
tt0093015	Dragons Forever	action comedi romanc three success hong kong lawyer are hire by a chemic compani of question ethic and must eventu make a difficult decis when their employer' motiv becom clear. factori martialart kungfu garbag courtcas fight gangster trial beautifulwoman neighbor lawyer art neurot gunrunn ethic martialartsact sammokam-bohung coreyyuen
tt0093118	Grey, cible digitale	anim action drama sci-fi thriller in a barren, war torn futur earth, a soldier and hi femal comrad look for a lost friend in a quest that would shake their reality. cyborg post-apocalypticfutur cyberpunk copi animeanim friend abruptend infiltr satoshidezaki
tt0093125	L'allée des osmanthes	biographi drama ti hung' parent die when she is twelve. when she is sixteen, she determin to chang her fate, swear to forget about the poverty. base upon her famou clever hand at embroideri and three-inch lilies, her feet deform by foot-binding, she is marri into a rich family. but fate doesn't change, she becom a widow at twenti three, and that year her son is onli five. in her thirtieth year, she final defeat all her elders, and becom the mistress of a family. but she fail to defeat the love desire, and that year she find herself pregnant, and the other parti is her person male servant. she face the challeng of the fate strongly, and then, she wins. thi woman live to the age of seventi five. when she is go to die, she begin to understand the lone fate of thi life seem to be destin when she is born, just as her broken palm lines. basedonnovel kun-houchen
tt0093132	Hachiko: L'Histoire Vraie D'Un Chien Fidèle	biographi drama famili the true stori about a dog' loyalti to it master, even after hi death. basedontruestori dog wakayamajapan docactor 1920 shibuya japan 1930 1920 basedontruestori dogdrama seijirôkôyama
tt0093133	Le roi des enfants	drama thi film is adapt from the novel of ah cheng. dure the cultur revolut (1966-1976), a young man is assign to teach in villag school. villag young basedonnovel kaigechen
tt0093170	Camp 731	drama histori horror war japanes troop round up chines and russian prison of war and take them to unit 731, where they'r horribl tortur and experi on to test new biolog weapons. japan biologicalweapon experi china warcrim massmurd worldwarii prisonerofwar concentrationcampprison torturingpolic pacificwar japaneseoccupationofchina prison biologicalweapon cremat destroyingevid escapefromprison tun-feim
tt0093206	Le Sorgho rouge	drama histori romanc war when a leprou wineri owner in 1930 china die a few day after hi arrang marriage, hi young widow is forc to run the wineri to make a live while contend with bandits, her drunkard lover, and the invad japanes army. basedonnovelorbook ruralarea distilleri 1940 japaneseoccupationofchina warcrim wine 1930 arrangedmarriag sinojapanesewar worldwartwo yimouzhang
tt0093207	Les ailes d'Honnéamise	anim drama sci-fi in an altern earth, a young astronaut particip in a controversi fledgl space program. space parallelworld alternater anim spacescifi outerspac animeanim young spaceprogram hiroyukiyamaga
tt0093229	Deux super flics à Hong Kong	action comedi crime drama two unlucki thiev break into a just murder man' hotel room and steal hi passport with a hidden microfilm want by a triad boss. two hard kick women cop from hk and uk get the case. girlswithgun lowbudget thief hotel hotelroom coreyyuen
tt0093258	Rouge	"drama fantasi music mysteri romanc fleur is the blue angel in one of hong kong' ""flower houses"" - bordello and night club of the 1930s. a detach and beauti performer, she fall in love with twelfth master chan, heir to a chain of pharmacies. they agre to a suicid pact. 50 year later, in modern hong kong, fleur' ghost appear in yuen' newspap office, want to place an ad to find chan, who never arriv in the afterlife. yuen, and hi equal bewild girlfriend, an chor, are captiv by fleur and her story. brothel frate stanleykwan"
tt0093304	Prison on Fire	action crime drama thriller insid a chines prison two inmat form a friendship and face the difficulti of life on the inside. barechestedmal maleunderwear brief whitebrief tightywh ringolam
tt0093305	Flaming Brothers	action crime romanc a tale between two brothers: one ha left the triad and gone legit, the other ha decid to stay and keep the triad from go to the way of drug and gun running. brotherbrotherrelationship shootout gunfu macau triad tungcho'joe'cheung
tt0093306	Tragic hero	action crime drama to pay off hi debt as a gambler, a man drag hi sister and step-broth into a life of crime and a violent war between rival gang lords. gang taylorwong
tt0093367	La Légende Du Phoenix	action adventur fantasi horror two magic power monk are sent on a quest to fight the king of hell. liveactionremakeofanim supernaturalpow psychotronicfilm kaiju swordandsorceri ngaichoilam
tt0093422	Mr. Vampire et les démons de l'enfer	"action comedi horror expel by a band of restless ghost in hi village, taoist priest mao ming, and hi two spirit companions, visit anoth villag to seek wealth. there, ming meet master gau, the ""vampir buster,"" who is tri to defeat an evil sorceress and her henchmen, whose goal is to conquer the human race. gau also inform ming that human and ghost cannot co-exist peacefully. as ming and hi ghost companion part ways, they are later attack by the sorceress. as a result, ming join forc with gau to put a stop to the evil menace. rickylau"
tt0093426	New York Romance	drama romanc film in new york, stori of naiv young woman from hong kong who goe to new york to study. street-wis cabbi cousin take care of her in the big city. newyorkc immigr immigr womandirector collegestud cri friend hongkongchina newyorkc american mabelcheung
tt0093435	City on Fire	action crime drama thriller an undercov cop infiltr a gang of thiev who plan to rob a jewelri store. undercovercop undercovercop robberi gangster organizedcrim policeoffic ringolam
tt0093502	L'inspectrice des impôts	comedi crime if tax evas is an art, wheeler-deal hideki gondo is rembrandt. and so, a determin tax woman get the tough assign of tri to catch him. satir tax socialsatir investig catandmous unpaidtax villain murderthreat namecal japanesesexcomedi breastfeedinganadult jûzôitami
tt0093633	La Fille Du Nil	crime drama the eldest daughter of a broken and troubl famili work to keep the famili togeth and look after her younger siblings, who are slip into a life of crime. daughter hsiao-hsienh
tt0093740	Night Color : La Nuit de l'Assassin	"crime horror mysteri thriller a famili guy cop (melvin wong) goe deep into a case and get involv with a derang killer. hi partner and friend (philip chan) along with a new protégé porki (pat ha) take over the case and look for hi miss partner (who' ""enjoying"" the twist compani of the killer. can inspector chan and porki find melvin befor he becom the latest victim of the psychot killer? blackglovedkil hongkonggiallo giallo christma mustard philipchan"
tt0093845	People's Hero	"crime drama thriller a bumbl pair rob a bank, take everyon insid hostag when it goe wrong. however, one of the hostag turn out to be a notori want crimin and he take over the hostag situation. gunbattl heist arrest askingforforg ""dictatingoneswill"" media tung-shingye"
tt0093896	Lupin III: Le complot du clan Fûma	anim action adventur comedi crime lupin and hi gang are call to action when goemon' fiancé is held hostag by a mysteri ninja clan. thief anim 1980 carchas counterfeit culttv viru masayukiôzeki
tt0093944	Sha shou hu die meng	action crime drama romanc thriller two lover are will to do anyth to reunit after crimin separ them. polic hongkong policeofficershotthroughtheheart policeofficershotinthechest policeofficershot policeofficerkick policeoffic patricktam
tt0093957	Le Bras armé de la loi 2	action crime thriller three ex-polic offic who were unjustli imprison escap from mainland china to hong kong. in order to acquir legal residency, they agre to work with a veteran undercov cop and infiltr triad plan crimes. shoot offic gunfuact polic policeman michaelmak
tt0093962	The Romance of Book and Sword	action drama the young leader of the rebel red flower societi realiz a secret: the current manchu emperor is actual hi brother and a han chinese. womandirector 18thcenturi china frate titledirectedbyfemal wuxia annhui
tt0093978	Histoires de fantômes chinois	action fantasi horror after a string of bad luck, a debt collector ha no other choic than to spend the night in a haunt temple, where he encount a ravish femal ghost and later battl to save her soul from the control of a wick tree demon. rescu elop monstersofthewild hellstorm spirit ghost ghost love exorcist monster goodversusevil siu-tungch
tt0094146	Iron Angels - Les Anges de fer	action adventur crime thriller a crimefight organ call the angel goe up against a drug-smuggl ring head by a femal kung-fu killer. femalemartialartist girlswithgun femalemartialartist gunfuact kungfu drug teresawoo
tt0094147	Road Warriors	action traffic cop set out to take down a spoiled, rich, reckless driver respons for a school bu accident, in writer/director danni lee' examin of hong kong' traffic police, their joy and hardships. polic bulletballet school dannyle
tt0094162	Police en alerte	action crime thriller michel yeung ling is ultra-wealthi heiress that ha grown bore with the everyday humdrum. to break the monotony, she plan elabor heist and hire crew from all over the world to accomplish the job. heiress world stephenshin
tt0094343	Princesse Fragrance	action drama histori chen jialuo, the leader of red flower society, fall in love with the uyghur princess fragranc dure their adventur in xinjiang. but he realiz that the qianlong emperor, hi brother, also fanci her. wuxia womandirector titledirectedbyfemal wuxia wuxiafict sequel basedonnovel annhui
tt0094351	Just Heroes	action crime drama a respect and well like gang-boss is betray and killed. one of hi three adopt son are to take hi place. one of them is the traitor. gunfuact combat bloodsh bloodbath carnag johnwoo wuma
tt0094356	Black vengeance	action crime drama thriller after be releas from prison, tang kat yung exact reveng on li ah chai, in thi sequel to rich and famous. crimefamili father gunviol handcuff leadership taylorwong
tt0094357	Le syndicat du crime 2	action crime drama thriller a restauranteur team up with a polic offic and hi ex-con brother to aveng the death of a friend' daughter. vigilant criminalunderworld exgangst brotherbrotherrelationship fatherdaughterrelationship johnwoo
tt0094359	Chronique du roi Yonsan	a histor drama about the life of yeonsangun of joseon. historicalfigur historicaldrama joseondynasti life imkwon-taek
tt0094370	Zegen, Le Seigneur des Bordels	comedi a japanes immigr in 1901 hong kong wish to becom a simpl shopkeeper. fate soon intervenes, allow him to mix adventur and fervent patriot with greed. shôheiimamura
tt0094374	Une flic de choc	action comedi crime drama thriller yuen biao play jason chan, a lawyer angri at the way the law seem to protect the bad guys. he decid to take the law into hi own hand when a key wit and hi entir famili are murdered. but cindi si is soon on hi case and it all spiral into a situat onli a few will survive. martialart kungfu cop vigilant lawyer hongkong femalepoliceoffic deadfemalepoliceoffic policeoffic lowbudget murderofafemalepoliceoffic coreyyuen
tt0094375	La légende des héros	action drama action film about chines resist after japanes invas in 1930's. martialart worldwarii femalemartialartist invas 1930 combat japanes chines davidchung
tt0094376	Le Sens du devoir V	action crime drama when he is frame for be a spi becaus of hi friend' illeg activities, david must escap from police, cia, and assassin with the help of hi cousin. escap sequel chuen-yeecha
tt0094625	Akira	anim action drama fantasi sci-fi thriller a secret militari project endang neo-tokyo when it turn a biker gang member into a rampag psychic psychopath who can onli be stop by a teenager, hi gang of biker friend and a group of psychics. armi streetgang savingtheworld totaldestruct experi gener megac atomicbomb stadium underground mutat dystopia cyberpunk motorcyclegang adultanim psychotron anim 2010 cyberpunk bikergang basedonmanga anim militari katsuhiroôtomo
tt0094694	Top Squad	action comedi after an incid involv an arab sheikh' wife, the hong kong polic decid to creat a femal squad, with offic wu in charg of train the new recruits. soon, they will have to prove themselv in the line of duty. girlswithgun arabsheikh lovelett hongkongpolic policeforc wellsonchin
tt0095071	Sur la route de la soie	adventur drama histori romanc war in 1026, student in western china are shanghai into the forc of crown princ li yuanhao of xi xia, who want to control the length of the silk road. one student is zhao xingde, who becom the favorit of hi commander, zhu wangli. while sack a fortress, xingd discov tsurpia, princess of the uighur. he hide her; they fall in love. when he' sent away to studi xixian, he leav tsurpia in zhu' care, but return to find her engag to li. tragedi follows, and he and zhu enter a pact to take reveng when li arriv at dun-huang, the region' seat of learn and culture. against overwhelm odds, they find a surpris way to leav a monument to their life and love. 11thcenturi songdynasti jun'yasatô
tt0095162	Survivre!	horror thriller a father seek reveng from a gang of thug who rape hi daughter and murder hi son. rapeandreveng gangrap rape femalenud rapevictim dennisyu
tt0095262	Mobile Suit Gundam: Char contre-attaque	anim action drama sci-fi war amuro ray and char aznabl settl their rivalri onc and for all dure the second neo zeon war. spacebattl mecha spaceopera anim gundam universalcenturi outerspac gundam animeanim mechaanimeanim nuclearwint yoshiyukitomino
tt0095327	Le tombeau des lucioles	anim drama war a young boy and hi littl sister struggl to surviv in japan dure world war ii. siblingrelationship hunger worldwarii wartim shelter adultanim antiwar anim orphans childreninwartim food orphan 1940 surviv firefli isaotakahata
tt0095336	Portrait de fantôme chinois	adventur comedi fantasi shih erh (biao yuen), a taoist monk disciple, take in a scholar name tsui hung-chuen (lawrenc ng) after he inadvert burn down hi hous after battl a demon. shih erh and hi master wu men-chu (ma wu) hous and attempt to protect tsui from the demon and spirit that lurk nearby; however, tsui encount a benevol femal ghost name mo chiu (joey wang), who is confin to the hand of the wick king ghost (elizabeth lee). as tsui fall in love with mo chiu, he paint a portrait of her, which the spirit use to conceal herself from the king ghost' clutches. demon ghost kungfu swordfight ghost swordandsorceri martialart wuma
